codigo_de_barras,oferta,data_inicio,data_fim
7898587774352,11.99,2021-05-04,2021-05-09
7899706117753,11.99,2021-05-04,2021-05-09
7899706170857,11.99,2021-05-04,2021-05-09
7899706180962,11.99,2021-05-04,2021-05-09
7899706187404,11.99,2021-05-04,2021-05-09
7899706181006,13.99,2021-05-04,2021-05-09
7899026440210,13.99,2021-05-04,2021-05-09
7899026422346,13.99,2021-05-04,2021-05-09
7899026415140,13.99,2021-05-04,2021-05-09
7899026425118,13.99,2021-05-04,2021-05-09
7899026457386,13.99,2021-05-04,2021-05-09
7899026415157,13.99,2021-05-04,2021-05-09
7899026483866,13.99,2021-05-04,2021-05-09
7899026420595,13.99,2021-05-04,2021-05-09
7899026415560,13.99,2021-05-04,2021-05-09
7899026415188,13.99,2021-05-04,2021-05-09
7899026464995,13.99,2021-05-04,2021-05-09
7898587764957,13.99,2021-05-04,2021-05-09
135955,13.99,2021-05-04,2021-05-09
7899026487260,13.99,2021-05-04,2021-05-09
7899706113229,13.99,2021-05-04,2021-05-09
7899706117791,13.99,2021-05-04,2021-05-09
7899706124263,13.99,2021-05-04,2021-05-09
7899706152181,13.99,2021-05-04,2021-05-09
7899706111621,13.99,2021-05-04,2021-05-09
7899706170895,13.99,2021-05-04,2021-05-09
7899706187466,13.99,2021-05-04,2021-05-09
7899706170918,19.99,2021-05-04,2021-05-09
7899026418882,19.99,2021-05-04,2021-05-09
7899026457607,19.99,2021-05-04,2021-05-09
7899026457546,19.99,2021-05-04,2021-05-09
7899026457768,19.99,2021-05-04,2021-05-09
7899026457621,19.99,2021-05-04,2021-05-09
7899026457829,19.99,2021-05-04,2021-05-09
7899026465015,19.99,2021-05-04,2021-05-09
7899026457645,19.99,2021-05-04,2021-05-09
7898587764971,19.99,2021-05-04,2021-05-09
7899026487369,19.99,2021-05-04,2021-05-09
7899026483842,19.99,2021-05-04,2021-05-09
7898587774475,19.99,2021-05-04,2021-05-09
7899706113243,19.99,2021-05-04,2021-05-09
7899706133456,19.99,2021-05-04,2021-05-09
7899026487246,19.99,2021-05-04,2021-05-09
7899706152204,19.99,2021-05-04,2021-05-09
7899706187343,8.99,2021-05-04,2021-05-09
7899026459960,8.99,2021-05-04,2021-05-09
7899026460041,8.99,2021-05-04,2021-05-09
7899026459465,8.99,2021-05-04,2021-05-09
7899026460324,8.99,2021-05-04,2021-05-09
7899026459748,8.99,2021-05-04,2021-05-09
7899026460003,8.99,2021-05-04,2021-05-09
7899026458949,8.99,2021-05-04,2021-05-09
7899026460065,8.99,2021-05-04,2021-05-09
7899026459502,8.99,2021-05-04,2021-05-09
7899026464919,8.99,2021-05-04,2021-05-09
7899026487178,8.99,2021-05-04,2021-05-09
7899026487284,8.99,2021-05-04,2021-05-09
7899026483767,8.99,2021-05-04,2021-05-09
7899026486454,8.99,2021-05-04,2021-05-09
7899026460027,8.99,2021-05-04,2021-05-09
7899026460447,8.99,2021-05-04,2021-05-09
7899026459489,8.99,2021-05-04,2021-05-09
7899026459687,8.99,2021-05-04,2021-05-09
7898587764889,8.99,2021-05-04,2021-05-09
7898587774314,8.99,2021-05-04,2021-05-09
7898587774390,8.99,2021-05-04,2021-05-09
7899706113144,8.99,2021-05-04,2021-05-09
7899706117715,8.99,2021-05-04,2021-05-09
7899706133371,8.99,2021-05-04,2021-05-09
7899706152105,8.99,2021-05-04,2021-05-09
7899706124188,8.99,2021-05-04,2021-05-09
7899706170833,8.99,2021-05-04,2021-05-09
7899706180924,8.99,2021-05-04,2021-05-09
7899706187541,29.90,2021-05-04,2021-05-09
7896014140442,19.99,2021-05-04,2021-05-09
7896014140558,19.99,2021-05-04,2021-05-09
7896014140435,19.99,2021-05-04,2021-05-09
7896014140732,19.99,2021-05-04,2021-05-09
7896014140541,19.99,2021-05-04,2021-05-09
7896014178643,19.99,2021-05-04,2021-05-09
7896014192786,19.99,2021-05-04,2021-05-09
7896014140480,19.99,2021-05-04,2021-05-09
7896014188208,19.99,2021-05-04,2021-05-09
7896014140695,19.99,2021-05-04,2021-05-09
7896014140763,19.99,2021-05-04,2021-05-09
7896014140497,19.99,2021-05-04,2021-05-09
7896014186129,19.99,2021-05-04,2021-05-09
7896014192779,19.99,2021-05-04,2021-05-09
7896014171439,19.99,2021-05-04,2021-05-09
7896014186020,19.99,2021-05-04,2021-05-09
7896014188727,19.99,2021-05-04,2021-05-09
7896014192793,19.99,2021-05-04,2021-05-09
7896014140459,19.99,2021-05-04,2021-05-09
7896014186075,19.99,2021-05-04,2021-05-09
7896014174003,19.99,2021-05-04,2021-05-09
7896014140640,19.99,2021-05-04,2021-05-09
7896014140503,19.99,2021-05-04,2021-05-09
7896014140534,19.99,2021-05-04,2021-05-09
7896014140589,19.99,2021-05-04,2021-05-09
7896014140596,19.99,2021-05-04,2021-05-09
7896014140701,19.99,2021-05-04,2021-05-09
7896014168132,19.99,2021-05-04,2021-05-09
7898587765671,19.99,2021-05-04,2021-05-09
7899706130424,19.99,2021-05-04,2021-05-09
7899706130417,19.99,2021-05-04,2021-05-09
7899706137492,19.99,2021-05-04,2021-05-09
7899706137485,19.99,2021-05-04,2021-05-09
7896014140633,19.99,2021-05-04,2021-05-09
7899706130400,19.99,2021-05-04,2021-05-09
7891035285165,2.99,2021-05-04,2021-05-09
7891035800214,2.99,2021-05-04,2021-05-09
7891035285158,2.99,2021-05-04,2021-05-09
7891035285172,2.99,2021-05-04,2021-05-09
7896183300319,4.79,2021-05-04,2021-05-09
7896183300173,4.79,2021-05-04,2021-05-09
7896183300333,4.79,2021-05-04,2021-05-09
7896183300067,4.79,2021-05-04,2021-05-09
7896183301545,4.79,2021-05-04,2021-05-09
7896183300180,4.79,2021-05-04,2021-05-09
7896183302436,4.79,2021-05-04,2021-05-09
7896183301019,4.79,2021-05-04,2021-05-09
7896183302429,4.79,2021-05-04,2021-05-09
7896098905432,13.99,2021-05-04,2021-05-09
7891150069138,14.99,2021-05-04,2021-05-09
7891172432033,26.99,2021-05-04,2021-05-09
7896001250628,8.99,2021-05-04,2021-05-09
7896001250642,8.99,2021-05-04,2021-05-09
7896001215221,49.90,2021-05-04,2021-05-09
7896001282209,3.69,2021-05-04,2021-05-09
7896001282216,3.69,2021-05-04,2021-05-09
7896001282193,3.69,2021-05-04,2021-05-09
7896001210196,11.98,2021-05-04,2021-05-09
7896001215245,11.98,2021-05-04,2021-05-09
7896001210042,11.98,2021-05-04,2021-05-09
7896001200043,11.98,2021-05-04,2021-05-09
7896001215443,13.99,2021-05-04,2021-05-09
7899706187480,19.99,2021-05-04,2021-05-09
7899026440197,19.99,2021-05-04,2021-05-09
7899026440258,19.99,2021-05-04,2021-05-09
7899026418844,19.99,2021-05-04,2021-05-09
7899026420120,19.99,2021-05-04,2021-05-09
7899026425101,19.99,2021-05-04,2021-05-09
7899026420601,19.99,2021-05-04,2021-05-09
7891010704773,13.99,2021-05-04,2021-05-09
7898938227018,6.99,2021-05-04,2021-05-09
7898938227124,6.99,2021-05-04,2021-05-09
7898938227032,6.99,2021-05-04,2021-05-09
7898938227025,6.99,2021-05-04,2021-05-09
